"Path","InRepoA","InRepoB","A_FullPath","B_FullPath","A_LastWrite","B_LastWrite","A_Size","B_Size","A_Hash","B_Hash"
"installer_payload\config\tracer_v2.yaml","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\config\tracer_v2.yaml",,"23/02/2026 6:43:07 PM",,"1072",,"4EA42B1564D576832F536761E0BFF4DD7FF57724AA83F37FF9AC6EABD2F762CB",
"installer_payload\dashboards\__init__.py","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\dashboards\__init__.py",,"23/02/2026 12:32:45 PM",,"0",,"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855",
"installer_payload\dashboards\btc_dashboard.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\dashboards\btc_dashboard.ps1",,"23/02/2026 6:34:43 PM",,"3668",,"B6930DE5C3B43A9699C6DA79BD53E4D63F5333C7FC72D0E6C175A549E9F68E7D",
"installer_payload\dashboards\eth_dashboard.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\dashboards\eth_dashboard.ps1",,"23/02/2026 6:37:41 PM",,"3180",,"FABA125E4BECAAE982A203B8A10C011805C508B489EE4D63884DD9FCC90ABF03",
"installer_payload\dashboards\grafana_btc_eth_tron_v2.json","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\dashboards\grafana_btc_eth_tron_v2.json",,"23/02/2026 12:32:45 PM",,"1362",,"ECEA20E12F4EFF860EC410110549DB6AE8B317EE29D14C7BDEA179B33D194E91",
"installer_payload\dashboards\grafana_forensic_cockpit_v2.json","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\dashboards\grafana_forensic_cockpit_v2.json",,"23/02/2026 12:32:45 PM",,"3717",,"C03F51569F63C17F48865C6EA92A3D954A3820E7EF60B3C36C446E39E20BDD99",
"installer_payload\dashboards\multi_chain_dashboard.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\dashboards\multi_chain_dashboard.ps1",,"23/02/2026 6:41:01 PM",,"1851",,"47ED5BA539B12DF7D0E59A1267EF3853415E55A9ED9FE161D7335A8C6C2AE748",
"installer_payload\dashboards\tron_dashboard.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\dashboards\tron_dashboard.ps1",,"23/02/2026 6:38:24 PM",,"3192",,"2821F368A43B70F1DC1E9E77739EFB6050DBFD6D99A845F5187484121DB59F7F",
"installer_payload\db\__init__.py","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\db\__init__.py",,"23/02/2026 12:32:45 PM",,"0",,"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855",
"installer_payload\db\schema.sql","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\db\schema.sql",,"23/02/2026 12:32:45 PM",,"12137",,"8FC7FAA0D47C1BBD681399F2A4157D937F636A8C9D141930747D35C51186AABC",
"installer_payload\db\tron_dashboard.sql","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\db\tron_dashboard.sql",,"23/02/2026 12:32:45 PM",,"3758",,"396A430D8CAB3711BD3B0D4A09A489A7EE8EEAB6AAC951D8C5F72C3CBA9E3D78",
"installer_payload\dot_env.template","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\dot_env.template",,"23/02/2026 8:00:53 PM",,"403",,"F861E66B579519BEFEEE9E2B68D881F7C64F167854FB8F26D0DF906F2D07D894",
"installer_payload\env.template.json","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\env.template.json",,"23/02/2026 6:24:46 PM",,"466",,"0CD51852A333EF1C00793584635A09E3645D23774EA2920438C1FFD8BAE6F842",
"installer_payload\forensic_suite_v2-0.1.2-py3-none-any.whl","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\forensic_suite_v2-0.1.2-py3-none-any.whl",,"26/02/2026 12:43:06 PM",,"1571108",,"58C799BA3FB183F73E8148E72EDB1431BADDDFC17D7DBC7C528FA0A5EB9138AB",
"installer_payload\ForensicSuiteV2-Setup.exe","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\ForensicSuiteV2-Setup.exe",,"23/02/2026 8:31:34 PM",,"9751575",,"A912FEA8106B305CE1DBBB12B9C4024F56B00769137CD5E851A94722389E1D2E",
"installer_payload\scripts\orchestrator\Deploy-ForensicSuite.psm1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\Deploy-ForensicSuite.psm1",,"23/02/2026 12:32:45 PM",,"2223",,"88A23CCF26AE4AB9827CD97CE219F7B2C8E2E325F2DF575D0F0F8A385E798DA8",
"installer_payload\scripts\orchestrator\deployment_manifest_single.json","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\deployment_manifest_single.json",,"23/02/2026 12:32:45 PM",,"334",,"F32314ADCF927411B3F22006BC744ED9F5004BB4B0D65FBE1FCD11C2DE95B16F",
"installer_payload\scripts\orchestrator\deployment_manifest.json","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\deployment_manifest.json",,"23/02/2026 12:32:45 PM",,"744",,"4F1D2DF4006B47B79D992C3CC8E38B32A4E78C76A41EF0149BE73C997C236D04",
"installer_payload\scripts\orchestrator\Health.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\Health.ps1",,"23/02/2026 12:32:45 PM",,"501",,"C13B5DB14DAE6A8D4F3A938B675761AE2B634A5123AEAA07FC2AEFDD6A63B081",
"installer_payload\scripts\orchestrator\Invoke-ForensicDeployment.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\Invoke-ForensicDeployment.ps1",,"23/02/2026 12:32:45 PM",,"880",,"45884F7979E63035FE1B7E4C8DF7B1AE8EE77042F30985D9D4C299F50561DCF1",
"installer_payload\scripts\orchestrator\Invoke-Plan.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\Invoke-Plan.ps1",,"23/02/2026 12:32:45 PM",,"1611",,"CA3244BEA47A91040BBCC2B66146B8BFF47B2640FFFD634C4B661FA50513DA57",
"installer_payload\scripts\orchestrator\Orchestrator.psm1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\Orchestrator.psm1",,"23/02/2026 12:32:45 PM",,"6241",,"0B2F06656D92BBA346CE71713AF55CA875C82361F5DEC0C1113B772A6150EA22",
"installer_payload\scripts\orchestrator\Rollback-All.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\Rollback-All.ps1",,"23/02/2026 7:15:49 PM",,"900",,"DD439F7A60379EE140572E81E3BF3D7DCAFBC36FB840D4220449336005022E98",
"installer_payload\scripts\orchestrator\Rollback-BlueGreen.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\Rollback-BlueGreen.ps1",,"23/02/2026 7:28:45 PM",,"3675",,"3E69A909D7AA96F2335830CA0116DC744E5BB05A3A95A2DFAB8BB87BD9C87E49",
"installer_payload\scripts\orchestrator\Rollback-Cluster.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\Rollback-Cluster.ps1",,"23/02/2026 7:20:56 PM",,"1387",,"A236EB75C76B26431303E5278ABDA423636115CF91F1F5F62D16DEE13C037598",
"installer_payload\scripts\orchestrator\Rollback-Single.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\Rollback-Single.ps1",,"23/02/2026 7:20:00 PM",,"961",,"A758FFB11BB048AC6C709C58331F63A99D95224E0D0F513E7595B3F2803155BE",
"installer_payload\scripts\orchestrator\Rollback.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\Rollback.ps1",,"23/02/2026 12:32:45 PM",,"642",,"E0F526ABD04DB2C9398A9A5AB48611E628E431274F754356CA5D6E34F2A1E8FF",
"installer_payload\scripts\orchestrator\validate_remote_host.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\scripts\orchestrator\validate_remote_host.ps1",,"23/02/2026 12:32:45 PM",,"1477",,"B2EFBD7B13320B8BC719780A7F7736D36057F153505C5EF42E988E3CCC4C3EBC",
"installer_payload\tools\__init__.py","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\tools\__init__.py",,"23/02/2026 12:32:45 PM",,"0",,"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855",
"installer_payload\tools\loadforensicenv.ps1","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\tools\loadforensicenv.ps1",,"23/02/2026 12:32:45 PM",,"5340",,"F07627B32A84F1B149546C5323D867F9266CDEB420716E5AFF268532039BBCCD",
"installer_payload\tools\validate_env.py","True","False","C:\development\forensic_tracer_installer_project_root\installer_payload\tools\validate_env.py",,"23/02/2026 12:32:45 PM",,"1064",,"15E5BBD6FEF00587D9E00A613F8860EDD0EE20FEC897AC34C85C7CF72B52A092",
"installer_script.iss","True","False","C:\development\forensic_tracer_installer_project_root\installer_script.iss",,"23/02/2026 5:59:38 PM",,"1376",,"CB68E0C42079AA177E9487A56D028E38296328845BD7BE225ADE9B760998AA35",
"Invoke-Deployment.ps1","True","False","C:\development\forensic_tracer_installer_project_root\Invoke-Deployment.ps1",,"23/02/2026 12:32:44 PM",,"1608",,"EAC6CA2D420007AFFE5D0E57FC43C0FE12A7808B9AA8E7F21AFE6D24E08552F4",
"logs\db_migrate.log","True","False","C:\development\forensic_tracer_installer_project_root\logs\db_migrate.log",,"23/02/2026 7:43:38 PM",,"0",,"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855",
"logs\orchestrator.log.json","True","False","C:\development\forensic_tracer_installer_project_root\logs\orchestrator.log.json",,"23/02/2026 12:32:45 PM",,"42708",,"78785C28762C9105B82769E7EAFD9CCBD41473CDD6C006F4DEDB8D9C10DFDDE8",
"logs\trace_engine.log","True","False","C:\development\forensic_tracer_installer_project_root\logs\trace_engine.log",,"23/02/2026 7:43:36 PM",,"0",,"E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855",
"merge_suite.ps1","False","True",,"C:\development\forensic_suite_v2\merge_suite.ps1",,"19/02/2026 5:50:51 PM",,"1901",,"89B3CDD8DB8F14DE55A6BD5268C32CB53E59D6DEF391AD1A26E08DD021268429"
"Output\ForensicSuiteV2-Setup.exe","True","False","C:\development\forensic_tracer_installer_project_root\Output\ForensicSuiteV2-Setup.exe",,"26/02/2026 12:43:10 PM",,"12869382",,"356CEE5F1ECF475299B4E9068BA0732744E07F040FD5A327452D34E19D6D0D99",
"post_deploy_verification.ps1","False","True",,"C:\development\forensic_suite_v2\post_deploy_verification.ps1",,"19/02/2026 5:54:32 PM",,"1676",,"922044C18BDBEE5950C49DDAA5842D34460780AC97BFA3BAEAF87011EBB966AE"
"pre_deploy_validator.ps1","False","True",,"C:\development\forensic_suite_v2\pre_deploy_validator.ps1",,"19/02/2026 5:54:02 PM",,"1582",,"53510032E99C3954114EAAD292137D3DDA28F7A17C45511F418B43B5D4EB4EB7"
"pyproject.toml","True","True","C:\development\forensic_tracer_installer_project_root\pyproject.toml","C:\development\forensic_suite_v2\pyproject.toml","24/02/2026 1:13:28 PM","19/02/2026 4:34:13 AM","1989","549","696D5B1899126BFD834F3A176833AA840B97A4F1FFEB6FAEAE9E4F60287BDEA0","3CDBE4B89261D140A8D53F38BC6192533A965DD972BBFF40D4125D9D775F6E17"
"README.md","True","True","C:\development\forensic_tracer_installer_project_root\README.md","C:\development\forensic_suite_v2\README.md","23/02/2026 12:32:44 PM","19/02/2026 2:53:33 AM","2010","2115","B49CB7DE2643D0357D67BC7629EAEB6F9F02C36A94427CC77F3B7F3997D2E9F0","BC01AF00820E1CD92726A228258CF3318F455995450C0A44E4A2BD00817C8260"
"refresh_installer_payload.ps1","True","False","C:\development\forensic_tracer_installer_project_root\refresh_installer_payload.ps1",,"23/02/2026 12:32:45 PM",,"1787",,"19C4EE167A1C3F3D7FDFBFFDCA4CEE46ECFD7FA5D4774D843A6AB7F2B6B3DEFE",
"requirements.txt","True","False","C:\development\forensic_tracer_installer_project_root\requirements.txt",,"23/02/2026 12:32:45 PM",,"677",,"120C734E57998E7E0DEF4418EDB12C52FE86A4A4C13CD5E421E2437E85574537",
"restore_installer_payload.ps1","True","False","C:\development\forensic_tracer_installer_project_root\restore_installer_payload.ps1",,"23/02/2026 12:32:45 PM",,"3473",,"699CB1123515C4ECE9A2D5F2E0FE5170F6A029F4FC38C785E36056821219F519",
"rollback.ps1","False","True",,"C:\development\forensic_suite_v2\rollback.ps1",,"19/02/2026 5:53:24 PM",,"897",,"A5A075A0043AA0EF9E3EFBCA80C5C697AE703770B880866B8C2ED9BF955A7AFD"
"scripts\forensic_suite_rebuild_repo_csv.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\forensic_suite_rebuild_repo_csv.ps1",,"26/02/2026 10:19:01 AM",,"754",,"2F94EEDDA8B832FD93FE66549D10D8118273B2FAAE0FDDB847BDC72906D6CB3F",
"scripts\forensic_suite_repo_mapping.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\forensic_suite_repo_mapping.ps1",,"26/02/2026 10:16:13 AM",,"1828",,"A49408A6F3C571090393DC53385622443CC036A2916C4C31CC22228D4B11C10C",
"scripts\Forensic_Suite_V2—End‑to‑End_Deployment_Pipeline_Diagram.md","True","False","C:\development\forensic_tracer_installer_project_root\scripts\Forensic_Suite_V2—End‑to‑End_Deployment_Pipeline_Diagram.md",,"26/02/2026 12:29:09 PM",,"14900",,"AD0487E1D10D6CD1E6DE17EF6A525D0FEA822AADE385C2001CB81E1E5CB2E91B",
"scripts\Operational_Automation_for_Forensic_Suite_V2_README.md","True","False","C:\development\forensic_tracer_installer_project_root\scripts\Operational_Automation_for_Forensic_Suite_V2_README.md",,"26/02/2026 12:26:22 PM",,"5443",,"589D6F85D37634423AF853E82919143D84FB7E7E25607EDF98D3ADE4E70BC1F4",
"scripts\orchestrator\Deploy-ForensicSuite.psm1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\orchestrator\Deploy-ForensicSuite.psm1",,"23/02/2026 12:32:45 PM",,"2223",,"88A23CCF26AE4AB9827CD97CE219F7B2C8E2E325F2DF575D0F0F8A385E798DA8",
"scripts\orchestrator\deployment_manifest.json","True","False","C:\development\forensic_tracer_installer_project_root\scripts\orchestrator\deployment_manifest.json",,"23/02/2026 12:32:45 PM",,"744",,"4F1D2DF4006B47B79D992C3CC8E38B32A4E78C76A41EF0149BE73C997C236D04",
"scripts\orchestrator\Health.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\orchestrator\Health.ps1",,"23/02/2026 12:32:45 PM",,"501",,"C13B5DB14DAE6A8D4F3A938B675761AE2B634A5123AEAA07FC2AEFDD6A63B081",
"scripts\orchestrator\Invoke-ForensicDeployment.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\orchestrator\Invoke-ForensicDeployment.ps1",,"23/02/2026 12:32:45 PM",,"880",,"45884F7979E63035FE1B7E4C8DF7B1AE8EE77042F30985D9D4C299F50561DCF1",
"scripts\orchestrator\Invoke-Plan.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\orchestrator\Invoke-Plan.ps1",,"23/02/2026 12:32:45 PM",,"1611",,"CA3244BEA47A91040BBCC2B66146B8BFF47B2640FFFD634C4B661FA50513DA57",
"scripts\orchestrator\Orchestrator.psm1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\orchestrator\Orchestrator.psm1",,"23/02/2026 12:32:45 PM",,"6079",,"7FA525E63AC145215E817F1B5FB2E1652F1B2C76F86638835BCF6C2B77A29199",
"scripts\orchestrator\Rollback-All.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\orchestrator\Rollback-All.ps1",,"23/02/2026 12:32:45 PM",,"353",,"962552CDB6F22F879187C259EFEFB0EEF5CAAAD4D3E03C31B83E0E915AA4E423",
"scripts\orchestrator\Rollback.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\orchestrator\Rollback.ps1",,"23/02/2026 12:32:45 PM",,"642",,"E0F526ABD04DB2C9398A9A5AB48611E628E431274F754356CA5D6E34F2A1E8FF",
"scripts\orchestrator\validate_remote_host.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\orchestrator\validate_remote_host.ps1",,"23/02/2026 12:32:45 PM",,"1477",,"B2EFBD7B13320B8BC719780A7F7736D36057F153505C5EF42E988E3CCC4C3EBC",
"scripts\Sync-DevTrees.Apply.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\Sync-DevTrees.Apply.ps1",,"27/02/2026 8:26:20 AM",,"4269",,"7352CD47EF64ABED7FC7A94F7CE28270B1FB4B3680C679036473C48550964E99",
"scripts\Sync-DevTrees.DryRun.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\Sync-DevTrees.DryRun.ps1",,"27/02/2026 8:05:10 AM",,"2873",,"32BCACBC1B83AD6F7F6F1C20972FC04F15D83BE6052C9057D0F8668B864DB7D0",
"scripts\Sync-DevTrees.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\Sync-DevTrees.ps1",,"26/02/2026 8:06:09 PM",,"2621",,"19A083E793FB799660D12720F8474467981B5626594C558AAB3145A8CF2012B2",
"scripts\Sync-DevTrees.Rollback.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\Sync-DevTrees.Rollback.ps1",,"27/02/2026 8:27:48 AM",,"2128",,"8FA1B28C8F2F0A98DA500D134B5F32A468FD55DEA34337024D7913B9A849AC5C",
"scripts\Sync-DevTrees.Validate.ps1","True","False","C:\development\forensic_tracer_installer_project_root\scripts\Sync-DevTrees.Validate.ps1",,"27/02/2026 8:29:47 AM",,"2636",,"1993AD8BDF3FE1E25101C4C5D70BB3741A9A0C46F54216BF99AE26828CD14CA4",
"scripts\Sync‑DevTrees-Toolchain—README.md","True","False","C:\development\forensic_tracer_installer_project_root\scripts\Sync‑DevTrees-Toolchain—README.md",,"27/02/2026 8:35:37 AM",,"4311",,"053DE48E626D889F32AE005C3585E2D6C4D5729A4DF0A4BEEE34460E7512F285",
"sitecustomize.py","True","False","C:\development\forensic_tracer_installer_project_root\sitecustomize.py",,"23/02/2026 12:32:45 PM",,"76",,"3536380244FC478FB8FC2DE8E8495AFEFAEE4F3D670C9A9E29F7C0FC1EB637A8",
"Start-ForensicCluster.ps1","True","False","C:\development\forensic_tracer_installer_project_root\Start-ForensicCluster.ps1",,"23/02/2026 12:32:44 PM",,"1508",,"7799204649DD096CF912BC5DB8D8BC7149A74BDC0905745782B987705684D07E",
"Sync-Cluster.ps1","True","False","C:\development\forensic_tracer_installer_project_root\Sync-Cluster.ps1",,"23/02/2026 12:32:44 PM",,"1679",,"C4908A8FBB173DA76106252E4F2EED17E7BA0B70827A0019E64EB64D3B339279",
"Sync-DevTrees.ps1","True","False","C:\development\forensic_tracer_installer_project_root\Sync-DevTrees.ps1",,"23/02/2026 12:32:44 PM",,"964",,"A26C768DDEBECD896D7D5E28EBCDA5A7FD9F7B6DAA5438600DCF81CF61C00768",
"test_install.ps1","True","False","C:\development\forensic_tracer_installer_project_root\test_install.ps1",,"24/02/2026 6:54:17 PM",,"4577",,"AD4E35531241C1A6444D88479280D93B28CA691F0DE5185848502D6BB39E2190",
"tests\dryrun.ps1","True","False","C:\development\forensic_tracer_installer_project_root\tests\dryrun.ps1",,"23/02/2026 12:32:45 PM",,"510",,"B2F50A12E4AB82E544906A6848BBD53061C22978F7273D16AA2EF253A182C47F",
